Date,Open,High,Low,Close,Volume,Market.Cap,Coin,Delta
9/2/2017,393.53,395.92,329.27,350.17,"54,813,400","2,962,400,000",DASH,0.000756307
9/1/2017,377.92,393.35,376.34,393.35,"55,440,700","2,844,110,000",DASH,-0.043247423
8/31/2017,368.57,380.34,368.18,378.32,"34,978,600","2,773,030,000",DASH,-0.005074841
8/30/2017,359.59,375.7,358.69,368.34,"44,586,300","2,704,790,000",DASH,-0.005729193
8/29/2017,357.16,367.34,354.49,359.55,"50,014,900","2,685,760,000",DASH,-0.041756518
8/28/2017,362.5,369.19,351.24,356.78,"57,630,700","2,725,220,000",DASH,0.067552718
8/27/2017,400.42,400.63,358.23,362.89,"121,516,000","3,009,530,000",DASH,-0.02045944
8/26/2017,315.28,409.77,315.28,399.85,"267,415,000","2,369,010,000",DASH,0.049320367
8/25/2017,317.91,320.65,306.68,315.89,"53,632,700","2,388,160,000",DASH,-0.014423587
8/24/2017,292.96,315.37,291.19,315.37,"58,804,500","2,200,130,000",DASH,0.217888279
8/23/2017,290.46,299.14,287.73,292.57,"47,798,300","2,180,790,000",DASH,-0.014748702
8/22/2017,280.29,299.98,260.53,291.5,"74,971,200","2,103,900,000",DASH,0.023106796
8/21/2017,293.77,300.52,275.94,279.58,"58,023,900","2,204,480,000",DASH,0.162535892
8/20/2017,288.2,327.25,287.82,294.2,"107,973,000","2,162,080,000",DASH,-0.050196921
8/19/2017,224.67,329.98,224.67,288.7,"220,487,000","1,685,040,000",DASH,-0.131076389
8/18/2017,233.84,240.41,219.42,224.28,"50,324,200","1,753,350,000",DASH,-0.060648472
8/17/2017,231.58,260.6,229.08,233.62,"98,375,500","1,736,000,000",DASH,-0.047767336
8/16/2017,203.85,233.53,198.92,232.02,"63,100,100","1,527,710,000",DASH,0.090044234
8/15/2017,199.8,206.13,192.73,203.52,"37,532,600","1,496,920,000",DASH,-0.04549905
8/14/2017,198.32,202.89,195.35,199.44,"29,888,400","1,485,500,000",DASH,-0.110158682
8/13/2017,205.59,207.19,192.14,198.17,"36,281,800","1,539,490,000",DASH,-0.066781149
